pmid	text	labels
20501860	Hepatocellular carcinoma ( HCC ) , one of the most frequent and deadliest cancers , has been increasing considerably in the United States . In the absence of a proven effective therapy for HCC , novel chemopreventive strategies are urgently needed to lower the current morbidity and mortality of HCC . Recently , we have reported that resveratrol , a compound present in grapes and red wine , significantly prevents diethylnitrosamine ( DENA)-induced liver tumorigenesis in rats , although the mechanism of action is not completely understood . In the present study , we have examined the underlying mechanisms of resveratrol chemoprevention of hepatocarcinogenesis by investigating the effects of resveratrol on oxidative damage and inflammatory markers during DENA-initiated rat liver carcinogenesis . There was a significant increase in hepatic lipid peroxidation and protein oxidation in carcinogen control animals compared with their normal counterparts at the end of the study ( 20 weeks ) . Elevated expressions of inducible nitric oxide synthase and 3-nitrotyrosine were noticed in the livers of the same animals . Dietary resveratrol ( 50-300 mg/kg ) administered throughout the study reversed all the aforementioned markers in a dose-responsive fashion in rats challenged with DENA . Resveratrol also elevated the protein and mRNA expression of hepatic nuclear factor E2-related factor 2 ( Nrf2 ) . Results of the present investigation provide evidence that attenuation of oxidative stress and suppression of inflammatory response mediated by Nrf2 could be implicated , at least in part , in the chemopreventive effects of this dietary agent against chemically induced hepatic tumorigenesis in rats . The outcome of this study may benefit the development of resveratrol in the prevention and intervention of human HCC .	tumor promoting inflammation
20511723	By intravenous ( but not oral ) application of ascorbate , millimolar serum concentrations can be reached , which are preferentially cytotoxic to cancer cells . Cytotoxicity is mediated by transition metal-dependent generation of H(2)O(2) in the interstitial space . In this study , the sensitivity of neuroblastoma cells ( Kelly , SK-N-SH ) to ascorbate and H(2)O(2) and their defense mechanisms against H(2)O(2) were investigated . Since aerobic glycolysis ( the Warburg effect ) is a feature of many tumour cells , their glucose consumption and lactate production were monitored . Furthermore , synthesis and release of ferritin by neuroblastoma cells were analysed in order to examine whether ferritin is possibly an iron source for H(2)O(2) generation . Ascorbate ( 0.6-5.0 mM ) and H(2)O(2) ( 25-100 muM ) were found to be similarly cytotoxic to Kelly and SK-N-SH cells . In each case , cytotoxicity increased if cell concentrations decreased , in accordance with low cell concentrations having lower capacities to detoxify H(2)O(2) . Kelly and SK-N-SH cells produced and released remarkable amounts of lactate and ferritin . We propose the selective cytotoxicity of high dose ascorbate to tumour cells to be due to the preferential generation of H(2)O(2) in the acidic and ferritin-rich tumour microenvironment , combined with reduced defense systems against H(2)O(2) as a consequence of aerobic glycolysis .	cellular energetics
20514026	The Ras-assocation domain family ( RASSF ) of tumor suppressor proteins until recently contained six proteins named RASSF1-6 . Recently , four novel family members , RASSF7-10 , have been identified by homology searches for RA-domain-containing proteins . These additional RASSF members are divergent and structurally distinct from RASSF1-6 , containing an N-terminal RA domain and lacking the Sav/RASSF/Hpo ( SARAH ) domain . Here , we show that RASSF8 is ubiquitously expressed throughout the murine embryo and in normal human adult tissues . Functionally , RNAi-mediated knockdown of RASSF8 in non-small-cell lung cancer ( NSCLC ) cell lines , increased anchorage-independent growth in soft agar and enhanced tumor growth in severe combined immunodeficiency ( SCID ) mice . Furthermore , EdU staining of RASSF8-depleted cells showed growth suppression in a manner dependent on contact inhibition . We show that endogenous RASSF8 is not only found in the nucleus , but is also membrane associated at sites of cell-cell adhesion , co-localizing with the adherens junction ( AJ ) component beta-catenin and binding to E-cadherin . Following RASSF8 depletion in two different lung cancer cell lines using alternative small interfering RNA ( siRNA ) sequences , we show that AJs are destabilized and E-cadherin is lost from the cell membrane . The AJ components beta-catenin and p65 are also lost from sites of cell-cell contact and are relocalized to the nucleus with a concomitant increase in beta-catenin-dependent and nuclear factor-kappaB ( NF-kappaB)-dependent signaling following RASSF8 depletion . RASSF8 may also be required to maintain actin -cytoskeletal organization since immunofluorescence analysis shows a striking disorganization of the actin- cytoskeleton following RASSF8 depletion . Accordingly , scratch wound healing studies show increased cellular migration in RASSF8-deficient cells . These results implicate RASSF8 as a tumor suppressor gene that is essential for maintaining AJs function in epithelial cells and have a role in epithelial cell migration .	evading growth suppressors
20525204	INTRODUCTION A subpopulation of cancer cells , tumor-initiating cells , is believed to be the driving force behind tumorigenesis and resistance to radiation and chemotherapy . The persistence of tumor-initiating cells may depend on altered regulation of DNA damage and checkpoint proteins , as well as a reduced propensity to undergo apoptosis or senescence . METHODS To test this hypothesis , we isolated CD24-/low/CD44+ tumor-initiating cells ( as mammospheres ) from MCF-7 breast cancer cells grown in adherent monolayer culture , and carried out a comprehensive comparison of cell death and DNA damage response pathways prior to and after exposure to ionizing radiation in mammospheres and monolayer MCF-7 cells . Single and double-strand break repair was measured by single-cell gel electrophoresis . The latter was also examined by phosphorylation of histone H2AX and formation of 53BP1 and Rad51 foci . Apoptosis was quantified by flow-cytometric analysis of annexin V-binding and senescence was analyzed on the basis of cellular beta-galactosidase activity . We employed the telomeric repeat amplification protocol to quantify telomerase activity . Expression of key DNA repair and cell cycle regulatory proteins was detected and quantified by western blot analysis . RESULTS Our data demonstrate that in comparison to the bulk population of MCF-7 cells ( predominantly CD24+/CD44+ ) , the MCF-7 mammosphere cells benefit from a multifaceted approach to cellular protection relative to that seen in monolayer cells , including a reduced level of reactive oxygen species , a more active DNA single-strand break repair ( SSBR ) pathway , possibly due to a higher level of expression of the key SSBR protein , human AP endonuclease 1 ( Ape1 ) , and a significantly reduced propensity to undergo senescence as a result of increased telomerase activity and a low level of p21 protein expression . No significant difference was seen in the rates of double-strand break repair ( DSBR ) between the two cell types , but DSBR in mammospheres appears to by-pass the need for H2AX phosphorylation . CONCLUSIONS Enhanced survival of MCF-7 tumor-initiating cells in response to ionizing radiation is primarily dependent on an inherent down-regulation of the senescence pathway . Since MCF-7 cells are representative of cancer cells that do not readily undergo apoptosis , consideration of senescence pathways may play a role in targeting stem cells from such tumors .	enabling replicative immortality;evading growth suppressors;genomic instability and mutation;resisting cell death
20530580	Autophagy is activated in response to cellular stressors and mediates lysosomal degradation and recycling of cytoplasmic material and organelles as a temporary cell survival mechanism . Defective autophagy is implicated in human pathology , as disruption of protein and organelle homeostasis enables disease-promoting mechanisms such as toxic protein aggregation , oxidative stress , genomic damage , and inflammation . We previously showed that autophagy-defective immortalized mouse mammary epithelial cells are susceptible to metabolic stress , DNA damage , and genomic instability . We now report that autophagy deficiency is associated with endoplasmic reticulum ( ER ) and oxidative stress , and with deregulation of p62-mediated keratin homeostasis in mammary cells , allograft tumors , and mammary tissues from genetically engineered mice . In human breast tumors , high phospho(Ser73)-K8 levels are inversely correlated with Beclin 1 expression . Thus , autophagy preserves cellular fitness by limiting ER and oxidative stress , a function potentially important in autophagy-mediated suppression of mammary tumorigenesis . Furthermore , autophagy regulates keratin homeostasis in the mammary gland via a p62-dependent mechanism . High phospho(Ser73)-K8 expression may be a marker of autophagy functional status in breast tumors and , as such , could have therapeutic implications for breast cancer patients .	resisting cell death
20530905	Hypoxia is one of the inevitable circumstances of various tumors . It controls various levels of regulation in tumor progression and results in tumor resistance to radiotherapy and chemotherapy . Here we investigated a synthetic TPZ derivative , N-ethoxymethyl-3-amino-1,2,4-benzotriazine-1,4-dioxide ( XQ2 ) , a novel compound that induced anti-cancer effects both in normoxia and in hypoxia , cell proliferation assay found that XQ2 exhibited a potent inhibitory effect on the tested cancer cell lines both in normoxia and in hypoxia . Flow cytometry and western blot studies indicated that XQ2 induces G2/M arrest and a caspase-dependent apoptosis in A549 cells . Additionally , intracellular reactive oxygen species ( ROS ) appear to play a key role in the anticancer effect of XQ2 in hypoxia . Taken together , our data suggest that XQ2 exerted anticancer action by suppressing the ROS level and triggering cell-cycle arrest and the caspase-dependent pathway , which is associated with apoptosis .	evading growth suppressors;resisting cell death;sustaining proliferative signaling
20540983	Magnetite iron nanoparticles have been widely used as contrast agents and in thermal therapy for cancer . However , their adverse effects on human health have not been fully investigated . In this study , iron oxide nanoparticles were prepared using inorganic iron chloride ( size : 5.3+/-3.6 nm in phosphate buffered saline , surface charge : 23.14 mV ) , and their inflammatory responses were investigated . When mice were treated with iron oxide nanoparticles ( 250 microg/kg , 500 microg/kg , and 1mg/kg ) by a single intratracheal instillation , the level of intracellular reduced glutathione ( GSH ) was decreased in the cells of bronchoalveolar lavage ( BAL ) fluid . The arrest of cell cycles in G1 phase was observed , but S-phase was significantly decreased . The concentrations of pro-inflammatory cytokines ( IL-1 , TNF-alpha , and IL-6 ) were dose-dependently increased at day 1 after instillation in the BAL fluid and in the blood . During the experimental period of 28 days , pro-inflammatory cytokines ( IL-1 , TNF-alpha , and IL-6 ) , Th0 cytokine ( IL-2 ) , Th1 type cytokine ( IL-12 ) , Th2 type cytokines ( IL-4 and IL-5 ) , TGF-beta , and IgE were also elevated . Expressions of many genes related with inflammation or tissue damage such as heat shock protein , matrix metalloproteinase , tissue inhibitors of metalloproteinases , and serum amyloid A were significantly induced . Formation of microgranuloma , which is one of the indicators for chronic inflammatory response , was observed in the alveolar space . In addition , distribution of B cell and CD8+ T cell in blood lymphocytes was increased at day 28 . Based on the result , iron oxide nanoparticles may subchronic induce inflammatory responses via oxidative stress in mice by a single intratracheal instillation .	sustaining proliferative signaling;tumor promoting inflammation
20541562	Infection by Opisthorchis viverrini , a risk factor for cholangiocarcinoma ( CCA ) may act through chronic inflammation , oxidative stress and lipid peroxidation ( LPO)-related damage and growth stimuli. 1,N6-etheno-2'-deoxyadenosine ( epsilondA ) , and 3,N4-etheno-2'-deoxycytidine ( epsilondC ) , markers for LPO-derived DNA damage were highly increased in white blood cell and urine of O. viverrini-infected Thai patients . In order to investigate tissue specificity etheno adducts were measured in a cholangiocarcinogenesis model , in O. viverrini-infected hamsters that had received N-nitrosodimethylamine ( NDMA , 12.5 ppm in dw ) for 2 months. epsilondA- and epsilondC-levels were analyzed in paraffin-embedded liver sections by a novel immunohistochemical method , from 21 up to 180 days post-O. viverrini-infection . In inflamed areas of the liver , etheno adducts were localized in the nuclei of inflammatory cells and in the epithelial lining of the bile duct . Semi-quantitative image analysis showed higher adduct levels in the liver of O. viverrini-infected hamsters , treated with or w/o NDMA when compared with untreated controls . Levels were found highest in the liver of O. viverrini-infected plus NDMA-treated hamsters . Adducts increased in an age-dependent manner from O. viverrini-infection until CCA development . Increased adduct formation paralleled histopathological changes in plasma alkaline phosphatase ( ALP ) activity , bile duct hyperplasia , dysplasia , precancerous lesions , and CCA appearance . Also elevated expression of alkyladenine DNA glycosylase ( AAG ) , which excises 1,N6-ethenoadenine ( epsilonA ) was linked to higher adduct formation , suggesting imbalanced repair . Our results implicate accumulation of inflammation-related , promutagenic DNA damage in target tissue and possibly imbalanced repair in the onset of cholangiocarcinogenesis .	tumor promoting inflammation;genomic instability and mutation
20550888	Contact inhibition is the process by which cells switch from a motile growing state to a passive and stabilized state upon touching their neighbors . When two cells touch , an adhesion link is created between them by means of transmembrane E-cadherin proteins . Simultaneously , their actin filaments stop polymerizing in the direction perpendicular to the membrane and reorganize to create an apical belt that colocalizes with the adhesion links . Here , we propose a detailed quantitative model of the role of cytoplasmic beta-catenin and alpha-catenin proteins in this process , treated as a reaction-diffusion system . Upon cell-cell contact the concentration in alpha-catenin dimers increases , inhibiting actin branching and thereby reducing cellular motility and expansion pressure . This model provides a mechanism for contact inhibition that could explain previously unrelated experimental findings on the role played by E-cadherin , beta-catenin , and alpha-catenin in the cellular phenotype and in tumorigenesis . In particular , we address the effect of a knockout of the adenomatous polyposis coli tumor suppressor gene . Potential direct tests of our model are discussed .	evading growth suppressors
20564218	Proliferation of non-transformed cells is regulated by cell-cell contacts , which are referred to as contact-inhibition . Vice versa , transformed cells are characterised by a loss of contact-inhibition . Despite its generally accepted importance for cell-cycle control , little is known about the intracellular signalling pathways involved in contact-inhibition . Unravelling the molecular mechanisms of contact-inhibition and its loss during tumourigenesis will be an important step towards the identification of novel target genes in tumour diagnosis and treatment . To better understand the underlying molecular mechanisms we identified the transcriptional programme of contact-inhibition in NIH3T3 fibroblast using high-density microarrays . Setting the cut off : &gt;or=1.5-fold , P &lt;or= 0.05 , 853 genes and 73 cDNA sequences were differentially expressed in confluent compared to exponentially growing cultures . Importing these data into GenMAPP software revealed a comprehensive list of cell-cycle regulatory genes mediating G0/G1 arrest , which was confirmed by RT-PCR and Western blot . In a narrow analysis ( cut off : &gt;or=2-fold , P &lt;or= 0.002 ) , we found 110 transcripts to be differentially expressed representing 107 genes and 3 cDNA sequences involved , for example , in proliferation , signal transduction , transcriptional regulation , cell adhesion and communication . Interestingly , the majority of genes was upregulated indicating that contact-inhibition is not a passive state , but actively induced . Furthermore , we confirmed differential expression of eight genes by semi-quantitative RT-PCR and identified the potential tumour suppressor transforming growth factor-beta ( TGF-beta)-1-induced clone 22 ( TSC-22 ; tgfb1i4 ) as a novel protein to be induced in contact-inhibited cells .	evading growth suppressors
20569502	INTRODUCTION Tamoxifen is the most widely prescribed anti-estrogen treatment for patients with estrogen receptor ( ER)-positive breast cancer . However , there is still a need for biomarkers that reliably predict endocrine sensitivity in breast cancers and these may well be expressed in a dynamic manner . METHODS In this study we assessed gene expression changes at multiple time points ( days 1 , 2 , 4 , 7 , 14 ) after tamoxifen treatment in the ER-positive ZR-75-1 xenograft model that displays significant changes in apoptosis , proliferation and angiogenesis within 2 days of therapy . RESULTS Hierarchical clustering identified six time-related gene expression patterns , which separated into three groups : two with early/transient responses , two with continuous/late responses and two with variable response patterns . The early/transient response represented reductions in many genes that are involved in cell cycle and proliferation ( e.g . BUB1B , CCNA2 , CDKN3 , MKI67 , UBE2C ) , whereas the continuous/late changed genes represented the more classical estrogen response genes ( e.g . TFF1 , TFF3 , IGFBP5 ) . Genes and the proteins they encode were confirmed to have similar temporal patterns of expression in vitro and in vivo and correlated with reduction in tumour volume in primary breast cancer . The profiles of genes that were most differentially expressed on days 2 , 4 and 7 following treatment were able to predict prognosis , whereas those most changed on days 1 and 14 were not , in four tamoxifen treated datasets representing a total of 404 patients . CONCLUSIONS Both early/transient/proliferation response genes and continuous/late/estrogen-response genes are able to predict prognosis of primary breast tumours in a dynamic manner . Temporal expression of therapy-response genes is clearly an important factor in characterising the response to endocrine therapy in breast tumours which has significant implications for the timing of biopsies in neoadjuvant biomarker studies .	evading growth suppressors;sustaining proliferative signaling
20571235	OBJECTIVES Oxidative stress and pro-inflammatory mediators have been implicated in breast carcinogenesis . We attempted to evaluate the markers of oxidative stress , antioxidant mechanism and the inflammatory pathway in patients with breast cancer . METHODS This study was carried out in departments of Biochemistry and Surgery , Maulana Azad Medical College and associated Hospitals , New Delhi , India . A total of 60 cases of carcinoma of the breast and 60 healthy controls were included in the study . The parameters that were assayed include markers of oxidative stress-conjugated dienes , thiobarbitone reactive substances ( TBARS ) , antioxidants-superoxide dismutase ( SOD ) , catalase ( CAT ) , glutathione peroxidase ( GPx ) , glutathione ( GSH ) and markers of inflammation-interleukin-6(IL-6) and ferritin . RESULTS There was a significant decline in the antioxidant levels and a significant rise in oxidant levels in patients with carcinoma of the breast , compared to controls . The inflammatory markers-IL-6 and ferritin-were also significantly higher in patients with breast cancer . A significantly positive correlation was observed between the IL-6 levels and conjugated dienes with the stage of breast carcinoma ; whilst a significantly negative correlation was observed between the levels of conjugated dienes and superoxide dismutase and superoxide dismutase levels with the disease staging . CONCLUSIONS This study underlines the interplay between inflammatory pathways and oxidative stress in the pathogenesis of breast cancer . MINI ABSTRACT : An intense research is underway to identify the possible risk factors and the molecular mechanisms involved in pathogenesis of breast cancer . Inflammation and oxidative stress are two such etiologies investigated in our study .	tumor promoting inflammation
20572576	AIMS AND BACKGROUND To investigate a six-drug combination in patients with nonmetastatic Ewing sarcoma , focusing on chemotherapy-induced necrosis and chemotherapy toxicity in adult and pediatric patients . METHODS AND STUDY DESIGN Alternating cycles of vincristine ( 1.5 mg/m2 ) , doxorubicin ( 80 mg/m2 ) and cyclophosfamide ( 1200 mg/m2 ) ( weeks 0 , 6 , 13 , 22 and 31 ) , ifosfamide ( 9 g/m2 ) , vincristine ( 1.5 mg/m2 ) , and actinomycin D ( 1.5 mg/m2 ) ( weeks 3 , 16 , 25 and 34 ) , and ifosfamide ( 9 g/m2 ) and etoposide ( 450 mg/m2 ) ( weeks 9 , 19 , 28 and 37 ) were administered . Primary chemotherapy-induced necrosis was graded : G3 ( complete necrosis ) , G2 ( microfoci of tumor cells ) and G1 ( macrofoci of tumor cells ) . RESULTS From 1996 to 1999 , 50 patients with Ewing sarcoma were enrolled . The median age was 23.5 years ( range , 4-56 ) . Chemotherapy-induced necrosis ( in 28 patients ) was G3 in 36% , G2 in 21% and G1 in 43% . At a median follow-up of 110 months ( range , 36-129 ) , 5-year overall survival and event-free survival were 72% and 66% , respectively . According to histologic response , 5-year event-free survival was 90% in G3 , 83% in G2 , and 42% in G1 ( P = 0.02 ) . In adult and pediatric ( &lt;18 years ) patients , the incidence of G4 leukopenia was 62% and 74% , respectively , with febrile neutropenia in 13% and 21% , respectively . G4 thrombocytopenia occurred in 3% of cycles in adults and in 7% in pediatric patients . Platelet and red blood cell transfusions were required respectively in 1% and 11% of cycles in adults and in 6% and 24% of cycles in pediatric patients . CONCLUSIONS The six-drug combination can be administered safely in adult and pediatric populations . About 40% of patients have a poor chemotherapy-induced tumor necrosis , leading to poor probability of survival . New strategies are recommended to improve survival of poor responders to the six-drug combination .	resisting cell death
20574919	Recent studies have demonstrated that n-3 polyunsaturated fatty acids such as eicosapentaenoic acid ( EPA ) are able to suppress cell proliferation and inhibit tumor growth . The objective of our study was to investigate the influence of a high dose EPA on the development of the tumor phenotype in ataxia-telangiectasia mutated ( Atm)-deficient mice , a genetic cancer model that is associated with increased levels of oxidative stress . We analyzed toxicity , proliferation , cell-cycle progression , and apoptosis of EPA in vitro and latency to tumorigenesis in vivo . Because of the impact of reactive oxygen species ( ROS ) on the tumor incidence in ataxia telangiectasia ( AT ) , we further analyzed the effect of EPA on the generation of ROS and oxidative DNA damage ( ODD ) . EPA effectively inhibited proliferation , altered cell-cycle progression , and induced apoptosis of tumor cells ( AT-4 ) . EPA showed no effect on the latency to tumorigenesis in Atm-deficient mice . EPA treatment was accompanied by a significant increase of ROS and ODD . Our results demonstrate the antiproliferative effect of EPA on tumor cells by alteration of cell-cycle progression and induction of apoptosis in vitro . On the other hand , EPA treatment of Atm-deficient mice led to the formation of ROS and accumulation of ODD that might have abrogated the anticarcinogenic effect caused by EPA .	evading growth suppressors;resisting cell death;sustaining proliferative signaling
20574924	Medicinal mushroom Ganoderma lucidum is one of the most esteemed natural products that have been used in the traditional Chinese medicine . In this article , we demonstrate that G. lucidum triterpene extract ( GLT ) suppresses proliferation of human colon cancer cells HT-29 and inhibits tumor growth in a xenograft model of colon cancer . These effects of GLT are associated with the cell cycle arrest at G0/G1 and the induction of the programmed cell death Type II-autophagy in colon cancer cells . Here , we show that GLT induces formation of autophagic vacuoles and upregulates expression of Beclin-1 ( 1.3-fold increase ) and LC-3 ( 7.3-fold increase ) proteins in colon cancer cells and in tumors in a xenograft model ( Beclin-1 , 3.9-fold increase ; LC-3 , 1.9-fold increase ) . Autophagy is mediated through the inhibition of p38 mitogen-activated protein kinase ( p38 MAPK ) because p38 MAPK inhibitor , SB202190 , induces autophagy and expression of Beclin-1 ( 1.2-fold increase ) and LC-3 ( 7.4-fold increase ) , and GLT suppresses phosphorylation of p38 MAPK ( approximately 60% inhibition ) in colon cancer cells . Taken together , our data demonstrate a novel mechanism responsible for the inhibition of colon cancer cells by G. lucidum and suggest GLT as natural product for the treatment of colon cancer .	resisting cell death;sustaining proliferative signaling
20574928	We have previously demonstrated the antiproliferative effect of two flavonoids-2,2'-dihydroxychalcone ( DHC ) , a novel synthetic flavonoid , and fisetin , a naturally occurring flavonol-in prostate cancer cells . In this study , we further examine the mechanisms of these compounds on survival and proliferation pathways . DHC and fisetin ( 1-50 microM ) caused a dose-dependent reduction in viability , a concomitant increase in apoptosis in PC3 cells at 72 h , and a decrease in clonogenic survival at 24 h treatment . DHC was considerably more potent than fisetin in these cytotoxicity assays . The mechanism of accelerated cellular senescence was not activated by either compound in PC3 or lymph node carcinoma of the prostate ( LNCaP ) cells . Gene expression alterations in PC3 and LNCaP cells treated with 15 muM DHC and 25 microM fisetin for 6 to 24 h were determined by oligonucleotide array . Amongst the most highly represented functional categories of genes altered by both compounds was the cell cycle category . In total , 100 cell cycle genes were altered by DHC and fisetin including 27 genes with key functions in G2/M phase that were downregulated by both compounds . Other functional categories altered included chromosome organization , apoptosis , and stress response . These results demonstrate the multiple mechanisms of antitumor activity of DHC and fisetin in prostate cancer cells in vitro .	enabling replicative immortality;evading growth suppressors;sustaining proliferative signaling
20580968	In traditional biochemical experiments , the behavior of individual proteins is obscured by ensemble averaging . To better understand the behavior of proteins that bind to and/or translocate on DNA , we have developed instrumentation that uses optical trapping , microfluidic solution delivery , and fluorescent microscopy to visualize either individual proteins or assemblies of proteins acting on single molecules of DNA . The general experimental design involves attaching a single DNA molecule to a polystyrene microsphere that is then used as a microscopic handle to manipulate individual DNA molecules with a laser trap . Visualization is achieved by fluorescently labeling either the DNA or the protein of interest , followed by direct imaging using high-sensitivity fluorescence microscopy . We describe the sample preparation and instrumentation used to visualize the interaction of individual proteins with single molecules of DNA . As examples , we describe the application of these methods to the study of proteins involved in recombination-mediated DNA repair , a process essential for the maintenance of genomic integrity .	genomic instability and mutation
20583210	UNLABELLED Activation of beta-catenin , the central effector of the canonical Wnt pathway and a recognized oncogene , has been implicated in hepatocellular carcinoma . We examined N-nitrosodiethylamine ( DEN)-induced tumorigenesis in hepatic beta-catenin conditional knockout mice ( beta-cat KO ) . Male beta-cat KO and age- and sex-matched littermate controls were given a single intraperitoneal DEN injection and followed for 6-12 months for hepatic tumors . Hepatic tumors were characterized for histology , proliferation , apoptosis , oxidative stress , and specific proteins by way of western blot , immunohistochemistry , and coprecipitation studies . For in vivo tumor intervention studies , specific inhibitors were administered intraperitoneally or through drinking water . Intriguingly , beta-cat KO mice showed a paradoxical increase in susceptibility to DEN-induced tumorigenesis . This accelerated tumorigenesis is due to increased injury and inflammation , unrestricted oxidative stress , fibrosis , and compensatory increase in hepatocyte proliferation secondary to platelet-derived growth factor receptor alpha ( PDGFRalpha)/phosphoinositide 3-kinase ( PIK3CA)/Akt activation and c-Myc overexpression . In vitro suppression of beta-catenin expression in hepatoma cells led to enhanced PDGFRalpha expression , which was abrogated in the presence of nuclear factor kappaB ( NF-kappaB ) inhibitor . Daily treatment of 6-month-old DEN-exposed beta-cat KO with PDGFRalpha inhibitor dramatically reduced tumor numbers and size . Inclusion of N-acetyl-L-cysteine , a known antioxidant and NF-kappaB inhibitor , in the drinking water led to complete abolition of tumorigenesis in DEN-exposed beta-cat KO . CONCLUSION Loss of beta-catenin impairs the liver's ability to counteract DEN-induced oxidative stress and enhances tumorigenesis through PDGFRalpha/PIK3CA/Akt signaling . Blockade of PDGFRalpha or oxidative stress dramatically affects beta-catenin-deficient tumorigenesis . Also , hepatoma cells use PDGFRalpha/PIK3CA signaling as an escape mechanism following beta-catenin suppression , and their sequential suppression profoundly impedes tumor proliferation .	tumor promoting inflammation
20587979	A 39-year-old male without contributory medical history had sustained progressive double vision , ptosis , and trigeminal pain for 2 weeks . Physical examination revealed total ophthalmoplegia and visual field defect with normal blood examination and chest radiography . Cranial computed tomography revealed a hyperdense mass in the left frontotemporal fossae with bony erosion . Magnetic resonance imaging confirmed a broad-based , intensely enhanced extraaxial tumor of 4x4x4 cm diameter with dural tail sign . Cerebral angiography demonstrated insignificant blood supply both from the internal carotid and middle meningeal arteries . Nearly total tumor resection was achieved via orbitofrontotemporal craniotomy . Intraoperative findings revealed the extraaxial tumor with broad attachment to the dura mater and invasion to the optic and oculomotor nerves . Histological examination revealed hypercellular tumor with significant cell atypism , mitotic activity , and focal necrosis . Immunohistochemical staining was positive for AE1/3 and c-kit , but negative for glial fibrillary acidic protein . Systemic examination performed postoperatively revealed a thymic tumor without additional remote lesions . The final diagnosis was metastatic brain tumor from thymic carcinoma . Rapid progression of neurological impairment inconsistent with a benign extraaxial tumor needs prompt surgical intervention .	resisting cell death
20588232	OBJECTIVE To analyze the profiles of interleukin-2 ( IL-2 ) , IL-6 , IL-8 , IL-10 , tumor necrosis factor-alpha ( TNF-alpha ) , transforming growth factor-beta1 ( TGF-beta1 ) and interferon-gamma ( IFN-gamma ) in serum and the tumor microenvironment ( cyst fluid , ascites ) in women with ovarian cancer or benign ovarian tumors to find the differences in their immunological status . We also estimated serum cytokines as biomarkers to distinguish preoperatively between malignant or benign character of tumors . DESIGN Prospective study . SETTING Tertiary referral hospital . POPULATION 51 women with epithelial ovarian cancer , 26 with benign ovarian tumors of epithelial origin and 21 healthy controls . METHODS The levels of cytokines were measured using ELISA sets . RESULTS We did not found differences in the levels of IFN-gamma , TNF-alpha and IL-2 in all fluids isolated from patients with malignant or benign tumors . Women with advanced cancer had significantly higher serum IL-6 , IL-10 and TGF-beta1 levels than women with early stages or benign tumors . Moreover , women with very advanced cancer in whom the optimal cytoreduction was disabled had the highest serum levels of IL-10 , TGF-beta1 and IL-8 . The concentrations of IL-6 and IL-8 were higher in ascites of cancer patients than in ascites of women with benign tumors . The areas under curves constructed for the selected cutoff serum cytokines levels ( AUC-ROC ) showed good predictive values for IL-6 ( 0.87 ) , IL-10 ( 0.836 ) and IL-8 ( 0.797 ) . CONCLUSIONS Our results indicate on intensified inflammatory process in women with ovarian cancer ( accompanied by their immunosuppression ) . Preoperative analysis of serum IL-6 , IL-10 and IL-8 may improve the differential diagnosis of ovarian tumors .	avoiding immune destruction;tumor promoting inflammation
20593709	OBJECTIVES To evaluate and compare the incidence , TNM staging and the current strate- gy for the surgical treatment of renal cell carcinoma ( RCC ) in two European urologic institutions , situated in Varna , Bulgaria and in Bari , Italy . Both clinics have sound experience of RCC surgery , and modern laparoscopic equipment . A retrospective chart review of all patients with RCC diagnosed and treated in the last year was conducted at the two sites . MATERIALS AND METHODS In total , 88 patients ( 66 males and 22 females , mean age 58 years , range 24-81 years ) were enrolled in the study . Comparisons were made between some clinical and pathologic parameters with an established prognostic and therapeutic impact . The type of surgery perormed at both sites was analyzed as well . All these comparative studies were performed in relation to the 2008 EAU guidelines on the current management of RCC . Commercially available statistical software was used for the purpose . RESULTS The results showed no difference between the two sites regarding the RCC incidence and the patients ' age and gender . Significant differences ( p value &lt ; 0.0001 ) emerged in terms of : the median size of the tumors at surgery ( 8.5 cm in Varna , SD + 4.04 vs. 4.4 cm in Bari , SD _ 2.02 ) ; T-stage of the tumor ( Varna T T2-30% , T3-22% , T4-15% vs. Bari T1-64% , T2-12% , T3-24% , T4-0% ) ; N-positive disese ( 24% vs. 2% ) ; distant metastases ( 20% vs. 2% ) and presence of necrosis in the renal masses ( 37% vs. 19% ) . Thus , 85% of Varna patients underwent open radical nephrectomy , 11% nephron-sparing surgery and 4% explorative laparotomy , due to inoperability of the renal mass . Only 29% of Bari patients were treated by open radical nephrectomy , 12% underwent laparoscopic nephrectomy , 57% open partial nephrectomy and 2% laparoscopic partial tumor resection . Conclusions : These numbers demonstrate more advantageous tumour features at the Italian clinic in terms of organ-sparing surgical options ( open and laparoscopic ) , whereas in the Bulgarian clinic the tumour features pose certain limitations to the application of modern surgical techniques . This difference is due to early diagnosis of RCC in Italy , allowing treatment of smaller volume tumors .	resisting cell death
