pmid	text	labels
34210567	The COVID-19 pandemic and opioid use disorder: Expanding treatment with buprenorphine, and combining safety precautions with telehealth. BACKGROUND: This study investigated the efficacy and safety of providing medication for opioid use disorder (MOUD) and individualized telehealth in Kentucky, a state severely impacted simultaneously by the opioid epidemic and the COVID-19 pandemic. METHODS: The investigation analyzed pre- and post-COVID-19 characteristics in 191 opioid use disorder (OUD) buprenorphine outpatients who completed an 18-question survey in late 2020 related to COVID testing, OUD relapses, obstacles to maintaining abstinence, and treatment resources. RESULTS: The study revealed no statistically significant changes in drug use before and after the onset of the COVID-19 pandemic despite monthly volume increases. Results further demonstrated statistically significant barriers to treatment, including loss of housing and transportation, food insecurity, and onset of depression. No patients required hospitalization or succumbed to OUD or COVID-19. Potentially effective resource utilization findings included clinic transportation and 24/7 crisis intervention. Respondents rated telehealth as helpful when used in an individualized hybrid model matching patient's need to available resources based on COVID-19 safety guidelines. CONCLUSION: This report yields key clinical insights into providing outpatient MOUD care during the COVID-19 pandemic, validating in-person care as both safe and effective. Patients' experiences proved helpful in identifying and quantifying obstacles to abstinence in conjunction with facilitating continued patient access to essential clinical resources. Notably, telehealth can supplement rather than replace in-person treatment.	Prevention
34292414	Emergency teleradiological activity is an epidemiological estimator and predictor of the covid-19 pandemic in mainland France. BACKGROUND: COVID-19 pandemic highlighted the need for real-time monitoring of diseases evolution to rapidly adapt restrictive measures. This prospective multicentric study aimed at investigating radiological markers of COVID-19-related emergency activity as global estimators of pandemic evolution in France. We incorporated two sources of data from March to November 2020: an open-source epidemiological dataset, collecting daily hospitalisations, intensive care unit admissions, hospital deaths and discharges, and a teleradiology dataset corresponding to the weekly number of CT-scans performed in 65 emergency centres and interpreted remotely. CT-scans specifically requested for COVID-19 suspicion were monitored. Teleradiological and epidemiological time series were aligned. Their relationships were estimated through a cross-correlation function, and their extremes and breakpoints were compared. Dynamic linear models were trained to forecast the weekly hospitalisations based on teleradiological activity predictors. RESULTS: A total of 100,018 CT-scans were included over 36 weeks, and 19,133 (19%) performed within the COVID-19 workflow. Concomitantly, 227,677 hospitalisations were reported. Teleradiological and epidemiological time series were almost perfectly superimposed (cross-correlation coefficients at lag 0: 0.90-0.92). Maximal number of COVID-19 CT-scans was reached the week of 2020-03-23 (1 086 CT-scans), 1 week before the highest hospitalisations (23,542 patients). The best valid forecasting model combined the number of COVID-19 CT-scans and the number of hospitalisations during the prior two weeks and provided the lowest mean absolute percentage (5.09%, testing period: 2020-11-02 to 2020-11-29). CONCLUSION: Monitoring COVID-19 CT-scan activity in emergencies accurately and instantly predicts hospitalisations and helps adjust medical resources, paving the way for complementary public health indicators.	Prevention
34333308	Compliance with hand sanitizer quality during the SARS-CoV-2 pandemic: Assessing the impurities in an ethanol plant. Using alcohol-based disinfectants is an effective method for preventing the spread of COVID-19. However, non-traditional manufacturers of alcohol-based disinfectants, such as ethanol plants, need to undergo additional treatment to curb their impurities to limits set by the Food and Drug Association (FDA) to produce alcohol-based disinfectants. To transform them to disinfectant-grade alcohol, 17 process streams in a dry-mill ethanol plant were analyzed to determine the quality parameters for acetaldehyde, acetal, propanol, methanol, and water, including chemical oxygen demand, total suspended solids, and nutrients. Results suggest that the process stream generated by the distillation column requires further treatment because the acetaldehyde and acetal concentrations are significantly higher than the impurity limit set by the FDA. The addition of a second distillation column could be a potential method for addressing impurities and it will have minimal influence on hazardous air pollutant generation and water use.	Prevention
34338591	Evolving ribonucleocapsid assembly/packaging signals in the genomes of the human and animal coronaviruses: targeting, transmission and evolution. A world-wide COVID-19 pandemic intensified strongly the studies of molecular mechanisms related to the coronaviruses. The origin of coronaviruses and the risks of human-to-human, animal-to-human and human-to-animal transmission of coronaviral infections can be understood only on a broader evolutionary level by detailed comparative studies. In this paper, we studied ribonucleocapsid assembly-packaging signals (RNAPS) in the genomes of all seven known pathogenic human coronaviruses, SARS-CoV, SARS-CoV-2, MERS-CoV, HCoV-OC43, HCoV-HKU1, HCoV-229E and HCoV-NL63 and compared them with RNAPS in the genomes of the related animal coronaviruses including SARS-Bat-CoV, MERS-Camel-CoV, MHV, Bat-CoV MOP1, TGEV and one of camel alphacoronaviruses. RNAPS in the genomes of coronaviruses were evolved due to weakly specific interactions between genomic RNA and N proteins in helical nucleocapsids. Combining transitional genome mapping and Jaccard correlation coefficients allows us to perform the analysis directly in terms of underlying motifs distributed over the genome. In all coronaviruses, RNAPS were distributed quasi-periodically over the genome with the period about 54 nt biased to 57 nt and to 51 nt for the genomes longer and shorter than that of SARS-CoV, respectively. The comparison with the experimentally verified packaging signals for MERS-CoV, MHV and TGEV proved that the distribution of particular motifs is strongly correlated with the packaging signals. We also found that many motifs were highly conserved in both characters and positioning on the genomes throughout the lineages that make them promising therapeutic targets. The mechanisms of encapsidation can affect the recombination and co-infection as well.Communicated by Ramaswamy H. Sarma.	Mechanism;Transmission
34224675	BNT162b2 COVID-19 vaccine and correlates of humoral immune responses and dynamics: a prospective, single-centre, longitudinal cohort study in health-care workers. BACKGROUND: Concurrent with the Pfizer-BioNTech BNT162b2 COVID-19 vaccine roll-out in Israel initiated on Dec 19, 2020, we assessed the early antibody responses and antibody kinetics after each vaccine dose in health-care workers of different ages and sexes, and with different comorbidities. METHODS: We did a prospective, single-centre, longitudinal cohort study at the Sheba Medical Centre (Tel-Hashomer, Israel). Eligible participants were health-care workers at the centre who had a negative anti-SARS-CoV-2 IgG assay before receiving the first dose of the intramuscular vaccine, and at least one serological antibody test after the first dose of the vaccine. Health-care workers with a positive SARS-CoV-2 PCR test before vaccination, a positive anti-SARS-CoV-2 IgG serology test before vaccination, or infection with COVID-19 after vaccination were excluded from the study. Participants were followed up weekly for 5 weeks after the first vaccine dose; a second dose was given at week 3. Serum samples were obtained at baseline and at each weekly follow-up, and antibodies were tested at 1-2 weeks after the first vaccine dose, at week 3 with the administration of the second vaccine dose, and at weeks 4-5 (ie, 1-2 weeks after the second vaccine dose). Participants with comorbidities were approached to participate in an enriched comorbidities subgroup, and at least two neutralising assays were done during the 5 weeks of follow-up in those individuals. IgG assays were done for the entire study population, whereas IgM, IgA, and neutralising antibody assays were done only in the enriched comorbidities subgroup. Concentrations of IgG greater than 0.62 sample-to-cutoff (s/co) ratio and of IgA greater than 1.1 s/co, and titres of neutralising antibodies greater than 10 were considered positive. Scatter plot and correlation analyses, logistic and linear regression analyses, and linear mixed models were used to investigate the longitudinal antibody responses. FINDINGS: Between Dec 19, 2020, and Jan 30, 2021, we obtained 4026 serum samples from 2607 eligible, vaccinated participants. 342 individuals were included in the enriched comorbidities subgroup. The first vaccine dose elicited positive IgG and neutralising antibody responses at week 3 in 707 (88.0%) of 803 individuals, and 264 (71.0%) of 372 individuals, respectively, which were rapidly increased at week 4 (ie, 1 week after the second vaccine dose) in 1011 (98.4%) of 1027 and 357 (96.5%) of 370 individuals, respectively. Over 4 weeks of follow-up after vaccination, a high correlation (r=0.92) was detected between IgG against the receptor-binding domain and neutralising antibody titres. First-dose induced IgG response was significantly lower in individuals aged 66 years and older (ratio of means 0.25, 95% CI 0.19-0.31) and immunosuppressed individuals (0.21, 0.14-0.31) compared with individuals aged 18.00-45.99 years and individuals with no immunosuppression, respectively. This disparity was partly abrogated following the second dose. Overall, endpoint regression analysis showed that lower antibody concentrations were consistently associated with male sex (ratio of means 0.84, 95% CI 0.80-0.89), older age (ie, >/=66 years; 0.64, 0.58-0.71), immunosuppression (0.44, 0.33-0.58), and other specific comorbidities: diabetes (0.88, 0.79-0.98), hypertension (0.90, 0.82-0.98), heart disease (0.86, 0.75-1.00), and autoimmune diseases (0.82, 0.73-0.92). INTERPRETATION: BNT162b2 vaccine induces a robust and rapid antibody response. The significant correlation between receptor-binding domain IgG antibodies and neutralisation titres suggests that IgG antibodies might serve as a correlate of neutralisation. The second vaccine dose is particularly important for older and immunosuppressed individuals, highlighting the need for timely second vaccinations and potentially a revaluation of the long gap between doses in some countries. Antibody responses were reduced in susceptible populations and therefore they might be more prone to breakthrough infections. FUNDING: Sheba Medical Center, Israel Ministry of Health.	Diagnosis;Treatment
34283141	A Vision-Based Social Distancing and Critical Density Detection System for COVID-19. Social distancing (SD) is an effective measure to prevent the spread of the infectious Coronavirus Disease 2019 (COVID-19). However, a lack of spatial awareness may cause unintentional violations of this new measure. Against this backdrop, we propose an active surveillance system to slow the spread of COVID-19 by warning individuals in a region-of-interest. Our contribution is twofold. First, we introduce a vision-based real-time system that can detect SD violations and send non-intrusive audio-visual cues using state-of-the-art deep-learning models. Second, we define a novel critical social density value and show that the chance of SD violation occurrence can be held near zero if the pedestrian density is kept under this value. The proposed system is also ethically fair: it does not record data nor target individuals, and no human supervisor is present during the operation. The proposed system was evaluated across real-world datasets.	Prevention
34222055	Association between cardiometabolic risk factors and COVID-19 susceptibility, severity and mortality: a review. The novel coronavirus, which began spreading from China Wuhan and gradually spreaded to most countries, led to the announcement by the World Health Organization on March 11, 2020, as a new pandemic. The most important point presented by the World Health Organization about this disease is to better understand the risk factors that exacerbate the course of the disease and worsen its prognosis. Due to the high majority of cardio metabolic risk factors like obesity, hypertension, diabetes, and dyslipidemia among the population over 60 years old and higher, these cardio metabolic risk factors along with the age of these people could worsen the prognosis of the coronavirus disease of 2019 (COVID-19) and its mortality. In this study, we aimed to review the articles from the beginning of the pandemic on the impression of cardio metabolic risk factors on COVID-19 and the effectiveness of COVID-19 on how to manage these diseases. All the factors studied in this article, including hypertension, diabetes mellitus, dyslipidemia, and obesity exacerbate the course of Covid-19 disease by different mechanisms, and the inflammatory process caused by coronavirus can also create a vicious cycle in controlling these diseases for patients.	Diagnosis;Treatment
34292620	Clinicopathologic Findings in COVID-19-Associated Ischemic Enterocolitis. AIMS: Coronavirus disease 2019 (COVID-19) has been recognized as a predominantly respiratory tract infection, but some patients manifest severe systemic symptoms/coagulation abnormalities. We evaluated the impact of severe COVID-19 infection on the gastrointestinal tract. METHODS AND RESULTS: We examined clinicopathologic findings in 28 resected ischemic bowels from 22 patients with severe COVID-19. Most patients required intubation preoperatively and presented with acute decompensation shortly before surgery. D-dimer levels were markedly elevated in all measured cases (mean: 5394 ng/mL). Histologically, 25 cases (19 patients) showed evidence of acute ischemia with necrosis. In this group, the most characteristic finding was the presence of small vessel fibrin thrombi (24/25 cases, 96%), which were numerous in 64% of cases. Compared to a control cohort of 35 non-COVID-19-related acute ischemic bowels, patients with COVID-19 were significantly more likely to show isolated small intestine involvement (32% vs. 6%, p<0.001), small vessel fibrin thrombi (100% vs. 43%, p<0.001), submucosal vessels with fibrinous degeneration and perivascular neutrophils (90% vs. 54%, p<0.001), fibrin strands within submucosal vessels (58% vs. 20%, p=0.007), and histologic evidence of pneumatosis (74% vs. 34%, p=0.010). Three cases in this cohort had histopathologic findings normally seen in the setting of chronic ischemia, notably prominent fibroblastic proliferation affecting the outer layer of the muscularis propria. CONCLUSIONS: Herein, we describe the histopathologic findings in COVID-19-associated ischemic bowel and postulate a relationship to the hypercoagulable state seen in patients with severe COVID-19 infection. Additional experience with these cases may further elucidate specific features or mechanisms of COVID-19-associated ischemic enterocolitis.	Diagnosis
34352727	Evaluation of anti-cancer and anti-covid-19 properties of cationic pentapeptide Glu-Gln-Arg-Pro-Arg, from rice bran protein and its d-isomer analogs through molecular docking simulations. Bioactive peptides derived from food proteins are becoming increasingly popular due to the growing awareness of their health-promoting properties. The structure and mechanism of anti-cancer action of pentapeptide Glu-Gln-Arg-Pro-Arg (EQRPR) derived from a rice bran protein are not known. Theoretical and experimental methods were employed to fill this gap. The conformation analysis of the EQRPR pentapeptide was performed first and the obtained lowest energy conformer was optimized. The experimental structural data obtained by FTIR and CD spectroscopies agree well with the theoretical results. d-isomer introduced one-by-one to each position and all D-isomers of the peptide were also examined for its possible anti-proteolytic and activity enhancement properties. The molecular docking revealed avid binding of the pentapeptide to the integrins alpha5beta1 and alphaIIbbeta3, with Kd values of 90 nM and 180 nM, respectively. Moreover, the EQRPR and its D-isomers showed strong binding affinities to apo- and holo-forms of M(pro), spike glycoprotein, ACE2, and dACE2. The predicted results indicate that the pentapeptide may significantly inhibit SARS-CoV-2 infection. Thus, the peptide has the potential to be the leading molecule in the drug discovery process as having multifunctional with diverse biological activities.	Mechanism;Treatment
34198858	Evidencing the Influence of the COVID-19 Pandemic and Imposed Lockdown Measures on Fitness Status in Adolescents: A Preliminary Report. It was established that the COVID-19 pandemic resulted in decreased physical activity levels, potentially leading to reduced physical fitness. The aim of this research was to investigate the impact of the COVID-19 lockdown on fitness indices in adolescents. We observed high school adolescents (33% girls; aged 15-17 years) divided into two cohorts. The first cohort (control; n = 48) included adolescents who were in school during the 2018/2019 year, while the second cohort (lockdown; n = 66) was observed during the school year 2019/2020 when COVID-19 lockdown measures were imposed. Variables included body height, body mass, BMI, sit-ups, and the 600 m dash. Both cohorts were tested at the beginning and at the end of the observed school years. A factorial analysis of variance for repeated measurements evidenced an improvement in sit-ups and the 600 m dash in the control, and a decrease of the same capacities in the lockdown cohort. In the lockdown cohort, a decrease in muscular fitness was more evident in boys than in girls. No differential changes between cohorts were evidenced in anthropometrics. Results suggest that the COVID-19 lockdown negatively influenced muscular fitness status in adolescents, especially in boys.	Prevention
34335019	Forecasting Multi-Wave Epidemics Through Bayesian Inference. We present a simple, near-real-time Bayesian method to infer and forecast a multiwave outbreak, and demonstrate it on the COVID-19 pandemic. The approach uses timely epidemiological data that has been widely available for COVID-19. It provides short-term forecasts of the outbreak's evolution, which can then be used for medical resource planning. The method postulates one- and multiwave infection models, which are convolved with the incubation-period distribution to yield competing disease models. The disease models' parameters are estimated via Markov chain Monte Carlo sampling and information-theoretic criteria are used to select between them for use in forecasting. The method is demonstrated on two- and three-wave COVID-19 outbreaks in California, New Mexico and Florida, as observed during Summer-Winter 2020. We find that the method is robust to noise, provides useful forecasts (along with uncertainty bounds) and that it reliably detected when the initial single-wave COVID-19 outbreaks transformed into successive surges as containment efforts in these states failed by the end of Spring 2020.	Epidemic Forecasting;Prevention
34284839	COVID-19 age-dependent immunology and clinical outcomes: implications for vaccines. Coronavirus disease 2019 (COVID-19) is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) leading to acute respiratory distress syndrome (ARDS). Understanding the evolution of the virus, and immune-pathogenic processes are critical for designing future therapeutic interventions. In this review, we collate information on the structure, genome, viral life cycle, and adult and pediatric host immune responses in response to SARS-CoV-2. The immunological responses are a prototype of the developmental origins of health and disease (DOHaD) hypothesis to explain the socio-geographic differences impacting the severity and mortality rates in SARS-CoV-2 infections. The DOHaD hypothesis identifies the relevance of trained innate immunity, age groups, and geography for effective vaccinations. As COVID-19 vaccines are being rolled out, it may be pertinent to assess population-based immunological responses to understand the effectiveness and safety across different populations and age groups.	Mechanism;Treatment
34220703	Covid-19 and Growth Hormone/Insulin-Like Growth Factor 1: Study in Critically and Non-Critically Ill Patients. Objective: We aimed to measure insulin-like growth factor 1 (IGF1) and growth hormone (GH) in critically and non-critically ill patients with Covid-19 and assess them vis-a-vis clinical and laboratory parameters and prognostic tools. Subjects and Methods: We included patients who were admitted to the wards or the ICU of the largest Covid-19 referral hospital in Greece; patients with non-Covid-19 pneumonia served as controls. Apart from the routine laboratory work-up for Covid-19 we measured GH and IGF1 (and calculated normalized IGF-1 values as standard deviation scores; SDS), after blood sampling upon admission to the wards or the ICU. Results: We studied 209 critically and non-critically ill patients with Covid-19 and 39 control patients. Patients with Covid-19 who were ICU non-survivors were older and presented with a worse hematological/biochemical profile (including white blood cell count, troponin, glucose, aminotransferases and lactate dehydrogenase) compared to ICU survivors or Covid-19 survivors in the wards. Overall, IGF-1 SDS was higher in Covid-19 survivors compared to non-survivors (-0.96 +/- 1.89 vs -2.05 +/- 2.48, respectively, p=0.030). No significant differences were noted in GH between the groups. Nevertheless, in critically ill patients with Covid-19, the prognostic value of IGF-1 (raw data), IGF-1 (SDS) and GH for survival/non-survival was on a par with that of APACHE II and SOFA (with a marginal difference between GH and SOFA). Conclusion: In conclusion, our findings suggest that there might be an association between low IGF1 (and possibly GH) and poor outcome in patients with Covid-19.	Diagnosis;Treatment
34212566	Compassionate mesenchymal stem cell treatment in a severe COVID-19 patient: a case report. COVID-19 presentations range from cold-like symptoms to severe symptoms with the development of acute respiratory distress syndrome (ARDS). We report on a severe COVID-19 patient who was mechanically ventilated and who developed ARDS and bacterial infection. Because of rapid clinical deterioration and the exhaustion of other treatment options, the family and attending physicians requested a compassionate use of adult allogeneic bone marrow-derived mesenchymal stem cells (MSC) in addition to commonly used immunosuppressive, antiviral, and supportive therapy. The clinical course is discussed thoroughly, with a special emphasis on the safety and effect of MSC therapy. Compassionate MSC treatment, given in three rounds, affected ARDS regression. The patient was discharged from the intensive care unit after 31 days and from hospital after 49 days in a good general condition. MSC treatment was not associated with any side effects and was well tolerated in a three-week period; therefore, it should be studied in larger trials and considered for compassionate use.	Case Report
34204846	Enhance Portable Radiograph for Fast and High Accurate COVID-19 Monitoring. This work aimed to assist physicians by improving their speed and diagnostic accuracy when interpreting portable CXRs as well as monitoring the treatment process to see whether a patient is improving or deteriorating with treatment. These objectives are in especially high demand in the setting of the ongoing COVID-19 pandemic. With the recent progress in the development of artificial intelligence (AI), we introduce new deep learning frameworks to align and enhance the quality of portable CXRs to be more consistent, and to more closely match higher quality conventional CXRs. These enhanced portable CXRs can then help the doctors provide faster and more accurate diagnosis and treatment planning. The contributions of this work are four-fold. Firstly, a new database collection of subject-pair radiographs is introduced. For each subject, we collected a pair of samples from both portable and conventional machines. Secondly, a new deep learning approach is presented to align the subject-pairs dataset to obtain a pixel-pairs dataset. Thirdly, a new PairFlow approach is presented, an end-to-end invertible transfer deep learning method, to enhance the degraded quality of portable CXRs. Finally, the performance of the proposed system is evaluated by UAMS doctors in terms of both image quality and topological properties. This work was undertaken in collaboration with the Department of Radiology at the University of Arkansas for Medical Sciences (UAMS) to enhance portable/mobile COVID-19 CXRs, to improve the speed and accuracy of portable CXR images and aid in urgent COVID-19 diagnosis, monitoring and treatment.	Diagnosis
34209586	NLRP3 and Infections: beta-Amyloid in Inflammasome beyond Neurodegeneration. Amyloid beta (Abeta)-induced abnormal neuroinflammation is recognized as a major pathological feature of Alzheimer's disease (AD), which results in memory impairment. Research exploring low-grade systemic inflammation and its impact on the development and progression of neurodegenerative disease has increased. A particular research focus has been whether systemic inflammation arises only as a secondary effect of disease, or it is also a cause of pathology. The inflammasomes, and more specifically the NLRP3 inflammasome, are crucial components of the innate immune system and are usually activated in response to infection or tissue damage. Although inflammasome activation plays critical roles against various pathogens in host defense, overactivation of inflammasome contributes to the pathogenesis of inflammatory diseases, including acute central nervous system (CNS) injuries and chronic neurodegenerative diseases, such as AD. This review summarizes the current literature on the role of the NLRP3 inflammasome in the pathogenesis of AD, and its involvement in infections, particularly SARS-CoV-2. NLRP3 might represent the crossroad between the hypothesized neurodegeneration and the primary COVID-19 infection.	Mechanism;Treatment
34289752	Supervised Molecular Dynamics (SuMD) Insights into the mechanism of action of SARS-CoV-2 main protease inhibitor PF-07321332. The chemical structure of PF-07321332, the first orally available Covid-19 clinical candidate, has recently been revealed by Pfizer. No information has been provided about the interaction pattern between PF-07321332 and its biomolecular counterpart, the SARS-CoV-2 main protease (M(pro)). In the present work, we exploited Supervised Molecular Dynamics (SuMD) simulations to elucidate the key features that characterise the interaction between this drug candidate and the protease, emphasising similarities and differences with other structurally related inhibitors such as Boceprevir and PF-07304814. The structural insights provided by SuMD will hopefully be able to inspire the rational discovery of other potent and selective protease inhibitors.	Mechanism;Treatment
34375715	A tetrameric ACE2 protein broadly neutralizes SARS-CoV-2 spike variants of concern with elevated potency. The SARS-CoV-2 receptor angiotensin converting enzyme 2 (ACE2) was previously engineered into a high affinity tetravalent format (ACE2-Fc-TD) that is a potential decoy protein in SARS-CoV-2 infection.We report that this protein shows greatly enhanced binding to SARS-CoV-2 spike proteins of the SARS-CoV-2 variants of concern B.1.1.7 (alpha variant, originally isolated in the United Kingdom) and B.1.351 (beta variant, originally isolated in South Africa) with picomolar compared with nanomolar Kd values. In addition, ACE2-Fc-TD displays greater neutralization of SARS-CoV-2 pseudotype viruses compared to a dimeric ACE2-Fc, with enhanced activity on variant B.1.351. This tetrameric decoy protein would be a valuable addition to SARS-CoV-2 therapeutic approaches, especially where vaccination cannot be used but also should there be any future coronavirus pandemics.	Mechanism;Treatment
34213760	Subtotal colectomy for refractory ulcerative colitis with COVID-19 infection; a first case report in Japan. We report a 60-year-old male who was transferred to our hospital for the operation because of refractory ulcerative colitis (UC). He was diagnosed to be infected with COVID-19 for SARS-CoV-2 PCR test positive at the time of transfer. We determined emergency operation because his general condition was poor such as malnutrition and ADL decline due to exacerbation of UC and air embolization by central venous catheter removal. He underwent subtotal colectomy with a sigmoid mucous fistula and ileostomy. He was well postoperatively. This is a first case report in Japan who underwent an operation for UC with COVID-19 infection.	Case Report
33566839	Adaptive social contact rates induce complex dynamics during epidemics. Epidemics may pose a significant dilemma for governments and individuals. The personal or public health consequences of inaction may be catastrophic; but the economic consequences of drastic response may likewise be catastrophic. In the face of these trade-offs, governments and individuals must therefore strike a balance between the economic and personal health costs of reducing social contacts and the public health costs of neglecting to do so. As risk of infection increases, potentially infectious contact between people is deliberately reduced either individually or by decree. This must be balanced against the social and economic costs of having fewer people in contact, and therefore active in the labor force or enrolled in school. Although the importance of adaptive social contact on epidemic outcomes has become increasingly recognized, the most important properties of coupled human-natural epidemic systems are still not well understood. We develop a theoretical model for adaptive, optimal control of the effective social contact rate using traditional epidemic modeling tools and a utility function with delayed information. This utility function trades off the population-wide contact rate with the expected cost and risk of increasing infections. Our analytical and computational analysis of this simple discrete-time deterministic strategic model reveals the existence of an endemic equilibrium, oscillatory dynamics around this equilibrium under some parametric conditions, and complex dynamic regimes that shift under small parameter perturbations. These results support the supposition that infectious disease dynamics under adaptive behavior change may have an indifference point, may produce oscillatory dynamics without other forcing, and constitute complex adaptive systems with associated dynamics. Implications for any epidemic in which adaptive behavior influences infectious disease dynamics include an expectation of fluctuations, for a considerable time, around a quasi-equilibrium that balances public health and economic priorities, that shows multiple peaks and surges in some scenarios, and that implies a high degree of uncertainty in mathematical projections.	Prevention
34281995	Telemammography for breast cancer screening: a cost-effective approach in Argentina. OBJECTIVES: Argentina is a low and middle-income country (LMIC) with a highly fragmented healthcare system that conflicts with access to healthcare stated by the country's Universal Health Coverage plan. A tele-mammography network could improve access to breast cancer screening decreasing its mortality. This research aims to conduct an economic evaluation of the implementation of a tele-mammography program to improve access to healthcare. METHODS: A cost-utility analysis was performed to explore the incremental benefit of annual tele-mammography screening for at-risk Argentinian women over 40 years old. A Markov model was developed to simulate annual mammography or tele-mammography screening in two hypothetical population-based cohorts of asymptomatic women. Parameter uncertainty was evaluated through deterministic and probabilistic sensitivity analysis. Model structure uncertainty was also explored to test the robustness of the results. RESULTS: It was estimated that 31 out of 100 new cases of breast cancer would be detected by mammography and 39/100 by tele-mammography. The model returned an incremental cost-effectiveness ratio (ICER) of pound26 051/quality-adjusted life-year (QALY) which is lower than the WHO-recommended threshold of pound26 288/QALY for Argentina. Deterministic sensitivity analysis showed the ICER is most sensitive to the uptake and sensitivity of the screening tests. Probabilistic sensitivity analysis showed tele-mammography is cost-effective in 59% of simulations. DISCUSSION: Tele-mammography should be considered for adoption as it could improve access to expertise in underserved areas where adherence to screening protocols is poor. Disaggregated data by province is needed for a better- informed policy decision. Telemedicine could also be beneficial in ensuring the continuity of care when health systems are under stress like in the current COVID-19 pandemic. CONCLUSION: There is a 59% chance that tele-mammography is cost-effective compared to mammography for at-risk Argentinian women over 40- years old, and should be adopted to improve access to healthcare in underserved areas of the country.	Prevention
34289965	Head home: implementation during COVID-19 pandemic. BACKGROUND: Recent research suggests that between 20% and 50% of paediatric head injuries attending our emergency department (ED) could be safely discharged soon after triage, without the need for medical review, using a 'Head Injury Discharge At Triage' tool (HIDAT). We sought to implement this into clinical practice. METHODS: Paediatric ED triage staff underwent competency-based assessments for HIDAT with all head injury presentations 1 May to 31 October 2020 included in analysis. We determined which patients were discharged using the tool, which underwent CT of the brain and whether there was a clinically important traumatic brain injury or representation to the ED. RESULTS: Of the 1429 patients screened; 610 (43%) screened negative with 250 (18%) discharged by nursing staff. Of the entire cohort, 32 CTs were performed for head injury concerns (6 abnormal) with 1 CT performed in the HIDAT negative group (normal). Of those discharged using HIDAT, four reattended, two with vomiting (no imaging or admission) and two with minor scalp wound infections. Two patients who screened negative declined discharge under the policy with later medical discharge (no imaging or admission). Paediatric ED attendances were 29% lower than in 2018. CONCLUSION: We have successfully implemented HIDAT into local clinical practice. The number discharged (18%) is lower than originally described; this is likely multifactorial. The relationship between COVID-19 and paediatric ED attendances is unclear but decreased attendances suggest those for whom the tool was originally designed are not attending ED and may be accessing other medical/non-medical resources.	Prevention
34216306	Predictors of survival in older adults hospitalized with COVID-19. OBJECTIVE: This study was designed to investigate clinical characteristics associated with mortality and predictors of survival in older adults hospitalized with COVID-19 with a focus on neurological comorbidities and presenting neurological manifestations. METHODS: We compared clinical characteristics in an age- and gender-matched sample of 75 deceased and 75 recovered patients (MAge = 78) hospitalized with COVID-19 and developed a logistic regression to predict likelihood of survival. RESULTS: Deceased patients were more like to have dementia, altered mental status (AMS), acute respiratory distress syndrome (ARDS), sepsis, mechanical ventilation, and balance difficulties; higher heart rate, respiratory rate, blood urea nitrogen, creatinine, and absolute neutrophils; lower oxygen saturation and absolute lymphocytes; and shorter length of hospitalization. Logistic regression based on three mortality predictors (ARDS, AMS, and length of hospitalization) correctly predicted 87% of the outcome (89% sensitivity at 85% specificity). CONCLUSIONS: Dementia and AMS were strong predictors of death in older adults hospitalized with COVID-19. Our findings add to the rapidly growing neurology of COVID-19 literature and underscore the importance of early recognition and the incorporation of a mental status examination into the medical assessment of COVID-19.	Diagnosis;Treatment
34377601	Impact of SARS-CoV-2 on Ocular Surface Pathology and Treatment Practices: a Review. Purpose of Review: The ocular surface is a potential site of ocular involvement by SARS-CoV-2 infection. We performed a review of the literature to understand the pathogenesis of SARS-CoV-2 disease manifestations on the ocular surface as well as to elucidate emerging treatment patterns and practice changes during the COVID-19 pandemic. Recent Findings: The ocular manifestations of SARS-CoV-2 are likely limited to a mild and transient conjunctivitis. Other manifestations have not been validated in larger cohorts. Ocular surface tissue should be considered potentially infectious due to the presence of host receptors on surface tissues. The availability of donor tissue in lower-middle income countries has been greatly impacted by the pandemic and would benefit from further investigation into transmissibility through donor tissue. Summary: Transmission of SARS-CoV-2 through the ocular surface has yet to be confirmed. The most common ocular manifestation is a mild conjunctivitis. Ocular surface surgeons face specific challenges in the use of donor tissues and aerosolizing procedures and have adapted practice patterns accordingly.	Diagnosis;Prevention;Transmission
34201505	The Fight against COVID-19 on the Multi-Protease Front and Surroundings: Could an Early Therapeutic Approach with Repositioning Drugs Prevent the Disease Severity? The interaction between the membrane spike (S) protein of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and the transmembrane angiotensin-converting enzyme 2 (ACE2) receptor of the human epithelial host cell is the first step of infection, which has a critical role for viral pathogenesis of the current coronavirus disease-2019 (COVID-19) pandemic. Following the binding between S1 subunit and ACE2 receptor, different serine proteases, including TMPRSS2 and furin, trigger and participate in the fusion of the viral envelope with the host cell membrane. On the basis of the high virulence and pathogenicity of SARS-CoV-2, other receptors have been found involved for viral binding and invasiveness of host cells. This review comprehensively discusses the mechanisms underlying the binding of SARS-CoV2 to ACE2 and putative alternative receptors, and the role of potential co-receptors and proteases in the early stages of SARS-CoV-2 infection. Given the short therapeutic time window within which to act to avoid the devastating evolution of the disease, we focused on potential therapeutic treatments-selected mainly among repurposing drugs-able to counteract the invasive front of proteases and mild inflammatory conditions, in order to prevent severe infection. Using existing approved drugs has the advantage of rapidly proceeding to clinical trials, low cost and, consequently, immediate and worldwide availability.	Mechanism;Treatment
